sno,count,RMSE,MAE,R2
500106078,8652,0.174685811,0.014944544,0.998864138
500111117,8593,0.174668931,0.009279472,0.998514255
500107074,8672,0.174416944,0.018588146,0.998180687
500107066,8639,0.174336652,0.016013961,0.999142197
500106103,8705,0.174256541,0.018197262,0.996748021
500104045,8602,0.17411836,0.012437002,0.99913776
500104121,8657,0.174002651,0.018061588,0.998069438
500107182,8650,0.173951485,0.015031715,0.997946346
500105111,8603,0.173732595,0.012262583,0.998831218
500109059,8587,0.173514034,0.011643686,0.998756516
500109077,8663,0.173511244,0.017292278,0.998167294
500104119,8633,0.173492985,0.014078323,0.99732867
500110087,8659,0.173213727,0.015884783,0.998686026
500107100,8625,0.173188226,0.013265604,0.997440945
500107124,8663,0.173152805,0.016365534,0.994502253
500107177,8692,0.172394313,0.018075357,0.999374756
500109047,8591,0.172283408,0.009840869,0.998930498
500101225,8692,0.172261419,0.016773163,0.997990233
500106134,8593,0.172248308,0.009838008,0.998775236
500108036,8611,0.172167668,0.011518271,0.999210756
500108018,8630,0.171785178,0.014215527,0.998961916
500111078,8632,0.171649726,0.014363435,0.996984684
500110012,8624,0.171486427,0.014701801,0.998409086
500107184,8648,0.171356869,0.016178962,0.997193333
500109028,8630,0.171153733,0.014213403,0.998787415
500101213,8662,0.171087198,0.018457458,0.999118574
500107130,8597,0.170775314,0.011050793,0.999164256
500105013,8645,0.170617792,0.016362569,0.999176285
500108010,8589,0.170509084,0.011139927,0.998051145
500111074,8606,0.170483901,0.012908436,0.999043564
500111076,8636,0.170228276,0.015102459,0.99874977
500107134,8687,0.170213458,0.018262743,0.99791885
500113074,8635,0.170186373,0.013338738,0.998493123
500101219,8606,0.170014473,0.011521549,0.997777975
500105074,8646,0.169944174,0.015197603,0.998140452
500107158,8619,0.169938356,0.014543605,0.998332996
500101227,8620,0.169650273,0.015041203,0.99887412
500109010,8575,0.169646383,0.010600952,0.999387226
500113072,8601,0.169415625,0.009333295,0.997923305
500107003,8578,0.169014208,0.010281057,0.994907652
500111018,8608,0.168989189,0.012826543,0.998248095
500109020,8582,0.168859622,0.010378797,0.999419116
500109018,8612,0.16824318,0.013603383,0.996538326
500109002,8624,0.168104998,0.013460826,0.998041265
500104088,8649,0.168026734,0.016304076,0.998492797
500104110,8607,0.167869297,0.012871746,0.996027799
500110079,8652,0.167663664,0.015759857,0.998443945
500107109,8636,0.167202199,0.013950286,0.998254124
500104002,8607,0.166492401,0.013466849,0.997599603
500103032,8616,0.166441779,0.012785128,0.997371596
500108190,8625,0.166294531,0.013397971,0.998648622
500106028,8625,0.166218766,0.015088928,0.997138023
500110080,8631,0.16608921,0.014548527,0.997156606
500109076,8640,0.165928615,0.014799518,0.999710036
500106041,8655,0.165808485,0.01603549,0.998375073
500108063,8653,0.165600204,0.015889059,0.997667609
500108090,8583,0.165494961,0.009045788,0.996169619
500109061,8648,0.165444944,0.016635561,0.996670152
500112091,8631,0.165280841,0.011652628,0.995944028
500104081,8640,0.165224353,0.01421929,0.99855067
500105043,8624,0.165179282,0.01228527,0.99787742
500106020,8643,0.165111127,0.015540919,0.998697815
500104106,8649,0.164957817,0.015696111,0.998186932
500108174,8655,0.164783095,0.016843154,0.99915026
500105006,8663,0.164764044,0.016738081,0.998351602
500106130,8640,0.163795711,0.014710378,0.998253533
500113016,8622,0.163378615,0.013446667,0.997977822
500104078,8610,0.16337631,0.013683566,0.997425472
500108008,8638,0.16336618,0.014121266,0.997927868
500106026,8618,0.163289861,0.01319817,0.99882551
500113015,8648,0.163037043,0.015138895,0.995902585
500107171,8630,0.162885244,0.011905562,0.999463419
500108146,8646,0.162856317,0.014813462,0.998910987
500108054,8609,0.162736709,0.013800441,0.999418895
500112114,8691,0.162710162,0.018075645,0.99856212
500112004,8595,0.162276992,0.009214931,0.998904823
500104090,8609,0.16177483,0.013726023,0.999200935
500103071,8645,0.161187989,0.015552979,0.998119525
500111006,8630,0.161158379,0.012433739,0.997973431
500104048,8577,0.161133978,0.01032,0.998542568
500101140,8667,0.161078529,0.018000464,0.999644928
500107071,8616,0.16103528,0.013952754,0.998494642
500101016,8710,0.161017472,0.018555115,0.996306024
500109105,8616,0.160728855,0.012412577,0.998740565
500110016,8646,0.160677371,0.015820745,0.998153034
500111096,8618,0.160601257,0.01305825,0.999115506
500104120,8671,0.160532416,0.014656666,0.997383019
500103007,8641,0.160479947,0.015963516,0.997982796
500107125,8613,0.160396568,0.013502283,0.998051852
500104130,8613,0.160305254,0.012613027,0.997327633
500104040,8627,0.160250031,0.014873595,0.999055149
500111114,8649,0.159933237,0.014919784,0.999375291
500108182,8603,0.159888409,0.012154868,0.99849492
500105029,8636,0.159643926,0.014482226,0.999287381
500104079,8603,0.159553649,0.01020737,0.998278774
500108161,8602,0.159322125,0.009327767,0.998929591
500108092,8615,0.158747937,0.012369298,0.998736474
500107080,8645,0.158514048,0.016027935,0.998203297
500111093,8621,0.158331741,0.012686038,0.995722857
500103046,8655,0.158082787,0.016987216,0.999077669
500104124,8636,0.157801263,0.01381608,0.998309562
500108055,8627,0.157389691,0.01206834,0.998239783
500112118,8669,0.156624671,0.01698535,0.999173279
500101036,8658,0.156564672,0.015416251,0.998854211
500109062,8565,0.156500374,0.00837626,0.998778661
500113088,8625,0.15625925,0.01297428,0.999251783
500112123,8647,0.155989032,0.015378436,0.996524783
500106008,8606,0.155883496,0.013758366,0.999211295
500112028,8622,0.155675642,0.014050781,0.99914051
500108051,8585,0.155660079,0.009432537,0.999708158
500105040,8596,0.155501179,0.009735342,0.99840043
500108021,8691,0.155499981,0.01784576,0.999364748
500107162,8654,0.155479075,0.016143652,0.998950375
500106122,8591,0.155410656,0.012165483,0.998654363
500108160,8608,0.155392182,0.011076266,0.997020746
500108077,8584,0.155206083,0.009968177,0.999233955
500105082,8617,0.15478577,0.012057174,0.998310032
500107046,8649,0.154696904,0.015256138,0.998600925
500111089,8599,0.154581246,0.01081839,0.998818958
500107176,8641,0.154415411,0.0149209,0.997930729
500108171,8594,0.154059286,0.010343651,0.997211938
500103063,8664,0.154055532,0.016920437,0.998201999
500108096,8602,0.153813062,0.009787491,0.998443821
500106129,8591,0.153788222,0.011863947,0.99963515
500104016,8651,0.153509613,0.015526066,0.998768028
500108120,8625,0.153485237,0.011211594,0.998412538
500107160,8613,0.153470666,0.012714015,0.99921902
500111091,8639,0.153190098,0.013049543,0.998984789
500107120,8640,0.153009557,0.015260568,0.996717483
500107007,8659,0.152808986,0.01515831,0.998840095
500111058,8599,0.152806192,0.011475559,0.998948926
500108152,8630,0.152576225,0.012648121,0.997427483
500109074,8586,0.15253878,0.009712439,0.998111541
500107079,8618,0.152265458,0.013537499,0.999097826
500107032,8626,0.152251312,0.013660967,0.99946048
500107086,8616,0.152137753,0.013042899,0.997435287
500107081,8591,0.152019983,0.011034981,0.998642818
500110027,8662,0.152001493,0.014431754,0.998657759
500119082,8594,0.1518595,0.012313015,0.997052014
500105106,8616,0.151643581,0.01145825,0.999251214
500107116,8619,0.151365541,0.013331507,0.999652259
500109082,8593,0.151188938,0.011009484,0.99716882
500113048,8683,0.150976906,0.016287875,0.997711361
500111032,8609,0.150915169,0.013231308,0.999277437
500112086,8652,0.150905499,0.015399869,0.998563361
500110055,8678,0.150786163,0.016865541,0.997422188
500108030,8639,0.150607975,0.012766543,0.998278734
500106088,8637,0.150583518,0.01510125,0.999034428
500113037,8621,0.149961892,0.012677164,0.99854283
500111086,8656,0.149748825,0.013355572,0.997744388
500108141,8633,0.149662899,0.011933053,0.998960476
500103022,8663,0.149533358,0.016366798,0.998386827
500108179,8577,0.149525927,0.009803,0.99927722
500107058,8615,0.149395677,0.012172606,0.998629304
500119078,8675,0.149150767,0.016446916,0.99580474
500103074,8583,0.148941071,0.009411239,0.999575273
500106109,8639,0.148814972,0.015027472,0.998594736
500103069,8676,0.148604612,0.015563297,0.998588244
500109095,8603,0.14837614,0.010017862,0.99922729
500108170,8685,0.148354108,0.015763385,0.99878698
500108139,8609,0.148286998,0.010837534,0.997970375
500101149,8680,0.148168811,0.014691178,0.99754515
500108183,8626,0.148079093,0.010969839,0.999225573
500101250,8684,0.14775093,0.016993518,0.998496149
500107061,8617,0.147686379,0.014321477,0.999535357
500111085,8643,0.147192795,0.012899046,0.998271985
500113056,8600,0.147021631,0.010671512,0.998773188
500107102,8646,0.146845301,0.014472249,0.999128678
500111077,8608,0.146730941,0.011476995,0.998558358
500103070,8650,0.14650003,0.014902967,0.999329179
500108091,8587,0.146485972,0.009011878,0.998292112
500107154,8655,0.146481886,0.013069883,0.99728233
500113006,8603,0.146364911,0.01195043,0.999014463
500111044,8585,0.14618499,0.0093298,0.999294796
500108107,8629,0.145787619,0.012335844,0.999237613
500113061,8575,0.14546125,0.008543104,0.998954094
500107052,8669,0.144917061,0.015069396,0.998874332
500108056,8612,0.144893937,0.011927833,0.999468562
500106115,8624,0.144311976,0.012776573,0.999388988
500111027,8572,0.144275705,0.009459169,0.9992746
500104015,8597,0.144029718,0.011222791,0.998502309
500108032,8666,0.143923626,0.014056716,0.997714259
500108157,8583,0.1439078,0.011032254,0.998226504
500104092,8602,0.143797168,0.01102294,0.997310401
500105021,8624,0.143787789,0.012073507,0.999611484
500107108,8659,0.143592351,0.013430227,0.997462123
500105090,8600,0.143301526,0.011074564,0.9996134
500107180,8615,0.143217178,0.011157007,0.999037229
500107169,8572,0.142954255,0.008409648,0.999401489
500111116,8601,0.142617487,0.00925435,0.999728743
500109005,8644,0.142228152,0.013447131,0.999126773
500107153,8591,0.142030694,0.010968949,0.996219299
500104140,1938,0.141998719,0.01420915,0.998360268
500108109,8599,0.141443415,0.008825783,0.997471414
500109073,8583,0.140979914,0.010114354,0.998051765
500106101,8621,0.140940358,0.012128581,0.999469009
500111061,8599,0.140480375,0.011177327,0.999038328
500109109,8578,0.140467157,0.008609816,0.998919769
500113085,8609,0.140306322,0.011204349,0.998570786
500112111,8654,0.140281184,0.014201242,0.999462973
500106094,8642,0.1399792,0.012911479,0.999021422
500109066,8594,0.139565078,0.010662323,0.999527147
500109067,8586,0.138926419,0.010169248,0.998276609
500106031,8639,0.138843754,0.013315044,0.999010315
500108164,8615,0.138694333,0.010501451,0.998546522
500109029,8598,0.138288358,0.01030136,0.998346192
500105097,8602,0.138169511,0.008736473,0.997356365
500110086,8633,0.138158657,0.013489652,0.999493496
500105039,8623,0.137390504,0.011173917,0.998723642
500104103,8635,0.137105787,0.011552417,0.998473611
500104096,8598,0.136971907,0.010610618,0.998389582
500108156,8610,0.136883527,0.011272571,0.998258513
500104026,8681,0.136853315,0.015003225,0.999263712
500107183,8612,0.136775257,0.010506754,0.998495357
500103072,8627,0.136725504,0.012389939,0.998734375
500109102,8535,0.136367483,0.003442414,0.997735832
500104089,8600,0.136103733,0.010612422,0.999219536
500104058,8583,0.136035788,0.009220067,0.999234066
500108123,8580,0.136002609,0.008848057,0.998245591
500104097,8592,0.135987803,0.010176618,0.993331
500104102,8631,0.135714557,0.012680705,0.998246561
500108129,8624,0.135688295,0.011107124,0.998993242
500109087,8583,0.135663838,0.00921294,0.999277287
500109013,8593,0.135610541,0.009746208,0.999523369
500105041,8615,0.135527397,0.009978874,0.998946019
500113003,8658,0.135304528,0.013780632,0.997929884
500108132,8552,0.135177749,0.004888915,0.999073786
500112120,8583,0.134797468,0.008718008,0.999082276
500108133,8599,0.134728852,0.007549444,0.998713216
500104123,8598,0.134366986,0.01053559,0.999429191
500108145,8608,0.13436519,0.009584177,0.996603206
500109098,8588,0.134346006,0.008938344,0.998546796
500111063,8630,0.134335655,0.012069042,0.998698291
500105091,8639,0.134254067,0.012597098,0.998282702
500111043,8604,0.134154721,0.010841275,0.999449898
500104056,8605,0.133953022,0.010361766,0.998679901
500108013,8613,0.133867528,0.010655327,0.999187633
500110095,8573,0.133301381,0.007542337,0.999269458
500108142,8600,0.133248978,0.008676357,0.998715421
500108176,8589,0.132652703,0.008668025,0.999226895
500105059,8626,0.1324181,0.010947195,0.999047733
500108004,8608,0.132032978,0.010416086,0.998692351
500106138,8590,0.131945919,0.009430074,0.999453724
500108169,8571,0.131833673,0.007378874,0.999380959
500109089,8628,0.131791527,0.012225622,0.998991515
500107082,8621,0.131701195,0.011403641,0.999306018
500108124,8585,0.131396983,0.009856694,0.998935489
500109096,8575,0.131043029,0.008785792,0.998625009
500104062,8625,0.130852601,0.011677469,0.999004864
500108206,5317,0.130838317,0.011404081,0.998088311
500108085,8618,0.129654841,0.009479451,0.999026071
500108186,8574,0.129585424,0.006460928,0.999584469
500107123,8667,0.129498991,0.0136156,0.999020428
500104116,8614,0.129139519,0.011912623,0.998470781
500105076,8595,0.129094975,0.009528893,0.998946259
500108067,8626,0.12872185,0.011037179,0.999495556
500113055,8636,0.128150084,0.012400869,0.998428926
500104049,8585,0.127940539,0.008372161,0.998021207
500105095,8639,0.127437089,0.011979897,0.998858626
500108154,8657,0.127299724,0.012238915,0.998937073
500108058,8610,0.127106652,0.0091223,0.999419655
500104099,8621,0.12702667,0.011616904,0.998965599
500107096,8646,0.126929032,0.012082196,0.998948833
500109030,8600,0.12659698,0.010328372,0.999271481
500105084,8585,0.12650386,0.008189866,0.999488836
500111052,8582,0.12638304,0.007747009,0.997913226
500108060,8619,0.126307938,0.011019569,0.999572418
500112108,8589,0.126201565,0.009949559,0.999587704
500106079,8606,0.126080043,0.011565071,0.998860175
500110083,8610,0.125695699,0.008399284,0.998580008
500105094,8613,0.125655196,0.009095456,0.999119954
500110031,8617,0.125627183,0.011055552,0.999608536
500107117,8645,0.125498424,0.012599463,0.998778067
500108148,8572,0.125239142,0.008021854,0.997501842
500113032,8597,0.12497549,0.009867066,0.999048266
500108199,8608,0.124880463,0.010529043,0.999033999
500119008,8602,0.124483219,0.01050589,0.996458505
500108127,8583,0.123783467,0.008423007,0.997790599
500113010,8613,0.123672797,0.010988157,0.999398837
500108041,8592,0.123385756,0.00817202,0.999477952
500108118,8601,0.123335655,0.009810775,0.999714035
500109012,8580,0.1231782,0.006397572,0.999492034
500108046,8584,0.122461782,0.008730002,0.999582753
500103006,8621,0.122408708,0.011607895,0.999049683
500113083,8582,0.122373837,0.009956809,0.998594816
500104053,8591,0.12229588,0.009320122,0.998503874
500111053,8597,0.122180333,0.007857004,0.999263333
500105096,8615,0.121908152,0.010064558,0.999063241
500107104,8596,0.121330964,0.008523931,0.996435548
500119080,8606,0.120981246,0.010816822,0.997663124
500105057,8616,0.120955634,0.008289887,0.997976312
500112098,8638,0.120897115,0.013111233,0.998845017
500104129,8577,0.120866004,0.006624222,0.999056316
500105073,8644,0.120808203,0.011130752,0.998966538
500105075,8617,0.120737882,0.010323256,0.999046733
500109049,8625,0.120596586,0.010729179,0.999302952
500108143,8567,0.120501333,0.006015719,0.996933573
500108052,8615,0.119375096,0.009300616,0.99932243
500110098,8620,0.118843327,0.010670244,0.999426401
500105107,8562,0.118598938,0.006609534,0.999708611
500105085,8603,0.118200343,0.009040974,0.998277305
500111067,8640,0.118125908,0.010227761,0.999400229
500109094,8568,0.118012038,0.008207477,0.998965676
500105036,8611,0.117915447,0.009821875,0.999762228
500110053,8590,0.117878346,0.009611952,0.999363211
500105038,8604,0.117710093,0.009414533,0.999526294
500104047,8583,0.11762667,0.008449892,0.999100281
500105098,8600,0.117607591,0.00977876,0.999034726
500103061,8584,0.117148886,0.008664492,0.999440755
500104135,8631,0.116888847,0.011167743,0.999647194
500105108,8569,0.116834928,0.006897246,0.999679943
500103076,8576,0.115372769,0.007556417,0.999396951
500105101,8583,0.115100787,0.00773797,0.99931886
500104117,8603,0.115023606,0.009320973,0.999570675
500111090,8593,0.114748062,0.00824999,0.999187249
500105077,8631,0.114688023,0.010613718,0.998723344
500105083,8591,0.114528135,0.008165561,0.998554116
500113054,8567,0.114521733,0.007173401,0.99853253
500113091,8613,0.114461619,0.010086461,0.999113595
500105049,8587,0.114314451,0.008728934,0.999125207
500110096,8573,0.11430482,0.006632451,0.998619183
500113089,8597,0.113930003,0.008361463,0.998676961
500108029,8606,0.113910483,0.00907702,0.999593925
500109026,8625,0.113271048,0.010701372,0.999242414
500106141,967,0.113040869,0.012122544,0.998274484
500109056,8566,0.112730418,0.007887229,0.999656863
500108162,8583,0.11267806,0.006509487,0.998668214
500111059,8587,0.112623816,0.009078812,0.999364899
500104063,8598,0.112353401,0.007858378,0.998586537
500107119,8587,0.11228988,0.008875985,0.998870231
500108203,8580,0.112023534,0.006624709,0.9995807
500111095,8629,0.111998936,0.010624754,0.999267372
500111030,8581,0.111984202,0.007764829,0.999487773
500109100,8594,0.111638185,0.007958072,0.998721665
500111042,8628,0.111388775,0.010863632,0.999432796
500105063,8600,0.111281299,0.008659554,0.998562015
500105037,8611,0.111076691,0.008487477,0.99961345
500104086,8587,0.111045972,0.008248457,0.998198586
500108195,8587,0.110847211,0.007130546,0.998990521
500109080,8567,0.109562998,0.006309774,0.998507669
500112005,8562,0.109249657,0.007367282,0.999072024
500108201,8574,0.109144036,0.007395226,0.999563593
500105044,8583,0.108722246,0.005811779,0.999432733
500105092,8604,0.108512789,0.009241554,0.999293112
500110097,8592,0.108492521,0.008560017,0.999731797
500107098,8615,0.108230879,0.008867322,0.997946223
500108072,8572,0.10821403,0.007804635,0.998858074
500107004,8555,0.107124846,0.006359517,0.998740791
500104095,8586,0.107020228,0.009336808,0.999474086
500104005,8578,0.107013431,0.008525453,0.99958931
500107067,8612,0.106826174,0.00881129,0.998775982
500104070,8604,0.10677027,0.008605261,0.998886527
500104094,8570,0.105800826,0.006946577,0.998652627
500108059,8558,0.105596287,0.00583828,0.998332191
500105102,8608,0.105037714,0.008439146,0.998484918
500108177,8554,0.10463629,0.005273887,0.999642147
500108108,8605,0.103399748,0.008454968,0.998901457
500106137,2899,0.103244167,0.011364436,0.99876042
500104080,8570,0.103216105,0.006880455,0.997837997
500108134,8571,0.102951879,0.005248221,0.997286179
500105072,8598,0.102831449,0.008145189,0.999622423
500108048,8583,0.10265557,0.007789332,0.999484208
500101245,8583,0.102587178,0.007357359,0.999538027
500105110,8588,0.101876083,0.008136353,0.999218545
500104101,8577,0.101823258,0.00841007,0.998901279
500113081,8581,0.101641477,0.007230509,0.999433542
500103003,8578,0.101614158,0.009035809,0.999183604
500104122,8567,0.101427251,0.005813668,0.998634639
500111084,8594,0.100849692,0.008506464,0.999402411
500105056,8615,0.100169187,0.009414054,0.998842556
500108034,8596,0.099845775,0.007296029,0.99838863
500109088,8597,0.099725187,0.008876139,0.999416173
500106142,953,0.099631009,0.00656873,0.998423826
500104083,8592,0.099587507,0.007702824,0.999521107
500108069,8546,0.099499347,0.003802071,0.999131338
500105104,8546,0.098753613,0.004853245,0.999186543
500108158,8607,0.098057968,0.008730297,0.998429907
500108102,8607,0.097770303,0.008005809,0.998955653
500107129,8582,0.097705077,0.007862386,0.999641641
500113070,8581,0.097335733,0.007063363,0.999494597
500104136,8558,0.097240831,0.005629625,0.999145116
500110092,8589,0.097014722,0.00773188,0.999602112
500105060,8585,0.096147858,0.007561783,0.999133515
500108111,8590,0.095621785,0.007611945,0.99968884
500111082,8589,0.095151212,0.00718545,0.998953885
500107055,8588,0.094909232,0.008927573,0.99945423
500105103,8581,0.094668439,0.007142291,0.999741658
500104133,8570,0.094106421,0.005290407,0.999221883
500104064,8577,0.093804233,0.006775427,0.999581498
500111083,8597,0.093594683,0.007520904,0.999003125
500104052,8586,0.09324115,0.00639644,0.999117828
500108205,5299,0.092452077,0.007367113,0.999648049
500104134,8587,0.092344073,0.00788469,0.999575035
500105042,8571,0.091972346,0.006365224,0.999422784
500108202,8581,0.089288936,0.006648448,0.999672097
500108167,8603,0.089230239,0.007621992,0.999448877
500111123,5299,0.089204412,0.008154841,0.999365686
500105034,8563,0.088986239,0.006039044,0.999505906
500108115,8580,0.088690764,0.006052778,0.99961823
500107145,8607,0.08859358,0.008774428,0.999349495
500105064,8580,0.088198152,0.006160645,0.999400178
500105112,8548,0.087550733,0.005733407,0.99949945
500111066,8580,0.087422311,0.006125078,0.999321026
500111113,8593,0.087409366,0.006598918,0.999600512
500105080,8593,0.086428779,0.006299973,0.999737823
500108079,8595,0.086033963,0.006498255,0.999079721
500108039,8605,0.085812187,0.008126942,0.999567963
500109017,8563,0.085513446,0.005479583,0.999690316
500105054,8568,0.085111541,0.005628657,0.999428179
500108075,8588,0.085062132,0.006640327,0.999461952
500111121,5265,0.084701952,0.00491453,0.99921577
500108040,8579,0.084346311,0.006242278,0.99911128
500105088,8573,0.083802145,0.006132412,0.99941708
500108135,8616,0.083636854,0.006792305,0.999458231
500108037,8590,0.083568212,0.006208634,0.999174798
500108097,8544,0.081834677,0.004378316,0.999809517
500104066,8560,0.081408234,0.005724026,0.999589719
500108196,8561,0.081200888,0.005074758,0.999431763
500111064,8574,0.080951959,0.006387956,0.999651196
500105051,8565,0.080875957,0.004379554,0.999043327
500109103,8580,0.080382988,0.005984266,0.999534991
500104118,8566,0.079995655,0.005166064,0.998984955
500109111,8573,0.079113169,0.005615751,0.999042557
500108137,8584,0.07878462,0.005581411,0.99976923
500109097,8568,0.078752169,0.005532913,0.999489462
500111092,8588,0.078724865,0.006703559,0.999297764
500113092,1911,0.077455447,0.004894907,0.999331589
500111054,8570,0.076432041,0.004816647,0.99963001
500111115,8556,0.075737028,0.004695613,0.999679334
500109107,8578,0.074687408,0.005358922,0.999762839
500108074,8579,0.07448413,0.005961641,0.999606307
500105114,8555,0.073256092,0.004836022,0.999576147
500108126,8545,0.072308997,0.004647552,0.999769455
500108197,8573,0.071963603,0.005672616,0.999577066
500108104,8551,0.071936143,0.004092582,0.999595115
500104131,8552,0.071196596,0.004875136,0.999320127
500109106,8547,0.070678693,0.004446055,0.999774265
500108078,8548,0.070614326,0.004684003,0.999846783
500107016,8546,0.069884077,0.004354532,0.999919264
500108193,8575,0.069818057,0.005147911,0.999675051
500104069,8529,0.069749785,0.003613554,0.999638663
500108175,8554,0.069364725,0.004178446,0.999500386
500104067,8557,0.068976833,0.004095477,0.99915714
500108192,8552,0.067562401,0.003568171,0.999555152
500105100,8573,0.066056098,0.004826879,0.999449417
500108200,8584,0.065493335,0.00486636,0.999693347
500105058,8575,0.064986619,0.004052728,0.999411754
500109108,8568,0.06413518,0.004903825,0.99985545
500108144,8555,0.062888596,0.00410452,0.999022861
500108087,8567,0.062697019,0.004537275,0.99971466
500111118,8558,0.062486614,0.003900055,0.999689265
500105045,8568,0.061976106,0.00387996,0.999632129
500108173,8536,0.061722739,0.003193338,0.998689291
500104068,8560,0.061127942,0.004716219,0.999401377
500109084,8570,0.059964622,0.004474135,0.999735314
500108184,8559,0.059583177,0.003531487,0.999818029
500105113,4335,0.059355393,0.005932976,0.99946201
500108065,8560,0.055769961,0.003790012,0.999643634
500108012,8540,0.052035452,0.003000962,0.999758433
