sno,count,RMSE,MAE,R2
500101196,8721,0.271592088,0.028640272,0.996715248
500104115,8668,0.271576295,0.024029457,0.997279025
500107064,8642,0.271239246,0.01832949,0.999459382
500119060,8729,0.271145691,0.027872673,0.986674906
500101216,8697,0.271144394,0.026510179,0.997876938
500101199,8748,0.271089288,0.031343069,0.996521715
500105003,8716,0.270945095,0.028990363,0.999200749
500106127,8653,0.270848046,0.020846288,0.992654783
500101214,8701,0.270689619,0.026618109,0.997809824
500103026,8729,0.270058745,0.026375931,0.996756038
500112013,8649,0.269764836,0.022475315,0.997721777
500109048,8683,0.26970841,0.024136435,0.998352749
500106058,8760,0.269388823,0.030980251,0.998781934
500107034,8704,0.269353375,0.02941816,0.998652597
500101041,8714,0.269251526,0.027362673,0.998730331
500105014,8661,0.26862167,0.022980879,0.994413857
500106072,8700,0.268545206,0.027612414,0.997976713
500104065,8613,0.268260489,0.015153779,0.997208283
500111016,8639,0.26822728,0.021227669,0.999017099
500110073,8635,0.267532097,0.018562608,0.996541922
500106046,8723,0.267481049,0.02789047,0.994131235
500101254,8700,0.267350374,0.02651366,0.999128484
500101145,8749,0.267221538,0.030068427,0.99326681
500106003,8842,0.266998697,0.034951323,0.992766651
500119063,8686,0.266940463,0.021514196,0.992717427
500105008,8667,0.266760218,0.024518461,0.998849223
500119043,8775,0.266720944,0.031758604,0.999384961
500111022,8653,0.266712323,0.019963932,0.99888885
500119085,8748,0.266387889,0.029239693,0.992857327
500108110,8649,0.266179755,0.020107353,0.998257854
500112063,8748,0.266174132,0.03152332,0.995614444
500108047,8632,0.266109841,0.019288384,0.990557868
500110074,8726,0.265691311,0.028583527,0.996241611
500108023,8675,0.265474276,0.025454813,0.996140512
500106090,8632,0.265427514,0.022665147,0.998614896
500108188,8695,0.26541787,0.027982519,0.999061054
500113073,8634,0.265345012,0.02172506,0.997857728
500112062,8699,0.265276361,0.027643807,0.996028085
500109093,8613,0.265253711,0.017416287,0.997931083
500111051,8643,0.264748297,0.020204616,0.998193836
500103021,8685,0.26410839,0.025665822,0.99887473
500105011,8642,0.263718709,0.019824771,0.99852459
500113008,8702,0.263555279,0.029179759,0.999540216
500108136,8683,0.263517037,0.022367711,0.995322253
500110003,8663,0.26335002,0.022905105,0.997970583
500110025,8659,0.263308739,0.020273819,0.997502985
500110047,8748,0.263259819,0.030376219,0.997472806
500108131,8667,0.262596889,0.021816796,0.996819401
500101031,8789,0.262466049,0.034403378,0.997639877
500107172,8626,0.262384461,0.019191583,0.997784085
500104039,8673,0.262359775,0.025256131,0.998592701
500107031,8675,0.262350681,0.02697484,0.996934323
500105002,8727,0.262222155,0.029171594,0.998378897
500109085,8641,0.262130934,0.020104598,0.997772019
500110009,8803,0.262100778,0.035276983,0.991077051
500103054,8726,0.26170035,0.029388169,0.997677521
500110078,8756,0.261613709,0.0302487,0.99842148
500108151,8654,0.260941767,0.023758628,0.994361512
500111088,8592,0.260840639,0.015736771,0.999234577
500103059,8689,0.260729335,0.027137952,0.999419212
500101234,8664,0.260617825,0.023399469,0.997962119
500103065,8687,0.260541925,0.026010881,0.994808775
500112078,8633,0.260332433,0.02134427,0.998125467
500112003,8749,0.260302902,0.026670655,0.998166506
500107128,8721,0.26024407,0.028672662,0.995429127
500113027,8628,0.259757512,0.017683434,0.996796984
500110022,8641,0.259733016,0.022839428,0.999084427
500111002,8604,0.258400291,0.016694289,0.999608137
500104012,8672,0.258361875,0.024667519,0.997532303
500107035,8663,0.25805576,0.02508901,0.999463651
500105033,8615,0.257973358,0.016128652,0.999125578
500104087,8685,0.257781102,0.028386394,0.998871632
500111046,8773,0.257467933,0.033771131,0.996550181
500101230,8732,0.257212481,0.026712437,0.996861694
500108168,8729,0.257162047,0.027703823,0.995945692
500103066,8701,0.257138558,0.024879231,0.995583886
500103050,8724,0.257032491,0.029951704,0.998172652
500110029,8685,0.25658544,0.026705584,0.996094271
500101147,8698,0.2565844,0.025764579,0.994313857
500112036,8703,0.256530665,0.027281338,0.997651913
500107093,8743,0.256525138,0.027298785,0.998975219
500103042,8760,0.256504181,0.031962921,0.995329753
500113030,8623,0.25555374,0.020381795,0.999221248
500107164,8726,0.255502904,0.026979983,0.996238872
500107045,8775,0.255050269,0.03392207,0.989749243
500109071,8617,0.25500089,0.018375028,0.998831612
500101204,8692,0.254982447,0.024110846,0.992818255
500104024,8649,0.254974057,0.019387433,0.995108411
500104113,8741,0.254929464,0.028672864,0.996196417
500109092,8640,0.254841971,0.021187847,0.997812796
500108083,8651,0.254780849,0.02424993,0.997682865
500101146,8705,0.254201004,0.027431616,0.997918287
500101138,8774,0.254017982,0.035348766,0.999152291
500112027,8605,0.253740274,0.018288863,0.998691093
500104037,8612,0.253593041,0.017656564,0.997040329
500101203,8686,0.253472081,0.026676639,0.998238414
500110056,8719,0.253385588,0.028790171,0.997179778
500108147,8584,0.253372212,0.011790768,0.997255301
500104082,8689,0.253347399,0.024362194,0.995623522
500101003,8690,0.253211175,0.025044074,0.998885997
500111098,8672,0.253083643,0.022686929,0.995900035
500106004,8809,0.252634368,0.033584905,0.99586643
500101129,8706,0.252383058,0.028803814,0.998523687
500107101,8777,0.252336469,0.03163873,0.998572531
500104029,8611,0.251730518,0.018373694,0.997968915
500119072,8717,0.251579408,0.027193109,0.995076482
500105025,8634,0.251574521,0.018805208,0.998673117
500113018,8642,0.251305421,0.018941969,0.994424996
500106074,8733,0.251194884,0.029281919,0.99746075
500109091,8620,0.250925814,0.017200619,0.994424752
500103036,8660,0.250912953,0.020139877,0.997825499
500113025,8666,0.250843939,0.023487826,0.998253243
500111008,8685,0.25060557,0.024698004,0.999315833
500104025,8657,0.250387687,0.021772232,0.992993753
500101236,8641,0.250275653,0.020199794,0.99767227
500107175,8732,0.250231763,0.028487261,0.997884707
500112031,8663,0.250093376,0.021876385,0.999149348
500107142,8711,0.249885915,0.02627073,0.996600754
500108187,8637,0.249832328,0.017077882,0.997542768
500111047,8637,0.249792693,0.018142005,0.998830837
500103058,8691,0.249785906,0.026197043,0.999398887
500104060,8606,0.249462774,0.014074134,0.998009548
500113069,8702,0.249234673,0.022410718,0.998525996
500107105,8648,0.249121525,0.021971177,0.998362923
500113053,8600,0.249116423,0.016667054,0.997719819
500110004,8653,0.248845843,0.022133711,0.998121319
500108117,8681,0.248832679,0.021015063,0.997460049
500107146,8712,0.248411681,0.027453646,0.996008313
500105047,8702,0.248376954,0.025200203,0.996043344
500108122,8648,0.24832832,0.020397471,0.985889011
500113087,8651,0.248088919,0.023212731,0.996915627
500119081,8691,0.248058865,0.025813274,0.997346581
500112047,8638,0.248031515,0.021719804,0.998523199
500106064,8632,0.247302375,0.020097351,0.997865042
500101175,8687,0.24724527,0.024419381,0.995978634
500106085,8673,0.246876193,0.023092855,0.99963842
500101160,8787,0.246497726,0.033813767,0.997238433
500111007,8687,0.245937628,0.025520049,0.998915922
500111014,8692,0.245565454,0.024221641,0.999569193
500107161,8743,0.245097722,0.029527374,0.996730298
500107056,8651,0.244990829,0.020661503,0.998365776
500110042,8718,0.244794659,0.029826482,0.999034222
500110050,8730,0.244754794,0.024901874,0.992090358
500108166,8652,0.2446093,0.018071352,0.992712809
500101198,8754,0.244525494,0.029038973,0.995987168
500109070,8672,0.244150233,0.023086101,0.998662494
500105004,8679,0.244149201,0.022623651,0.999361119
500109033,8664,0.243875178,0.022630867,0.999697599
500108081,8689,0.243026305,0.024598036,0.998234009
500107178,8653,0.242945113,0.019044185,0.998364111
500108062,8601,0.242793075,0.015061136,0.997014713
500106099,8653,0.241973494,0.019864132,0.996364219
500103033,8683,0.241906212,0.026407732,0.998944939
500107075,8716,0.241603205,0.026320694,0.997565775
500101124,8714,0.241322346,0.02619581,0.998548645
500108014,8642,0.24128243,0.020333333,0.996313196
500108038,8637,0.241185343,0.016090753,0.997843227
500101136,8755,0.241103598,0.02988089,0.997566437
500110041,8688,0.240812818,0.026667837,0.999218457
500105035,8662,0.240756145,0.019039983,0.998923022
500113044,8624,0.240494164,0.017838145,0.999627431
500106021,8710,0.240414992,0.023175794,0.999226834
500108086,8623,0.240325172,0.018583807,0.998503764
500113079,8662,0.240179978,0.022710817,0.998532715
500107115,8660,0.240141693,0.022436052,0.998877343
500101223,8707,0.239908072,0.026183848,0.996204277
500112020,8694,0.239760533,0.022260007,0.995500199
500107107,8656,0.239651705,0.021879189,0.995666149
500101135,8717,0.23942222,0.024905516,0.999291322
500101151,8740,0.239265834,0.028895303,0.997960208
500101034,8762,0.239092181,0.028227239,0.998655177
500101239,8684,0.238812961,0.020586558,0.996814161
500105048,8667,0.238802846,0.023547603,0.998728983
500101130,8709,0.238603761,0.025213657,0.997055391
500107137,8719,0.238550473,0.026931239,0.995861544
500104076,8659,0.238076789,0.020503253,0.998785566
500119092,8699,0.238025845,0.025711716,0.99373055
500104084,8684,0.237865324,0.023817557,0.992274831
500101143,8684,0.237602002,0.024904172,0.996281351
500113013,8656,0.237436763,0.024035131,0.997592073
500106086,8617,0.237331029,0.019351981,0.998639267
500105017,8690,0.23707703,0.024356265,0.997094213
500113031,8672,0.237001678,0.022555696,0.997279722
500106124,8700,0.236945234,0.024500479,0.995889509
500104022,8593,0.236825731,0.013344525,0.997935673
500108116,8636,0.236787993,0.017992997,0.993097372
500104114,8669,0.236622674,0.025176568,0.998317944
500107088,8755,0.236531675,0.029273577,0.995183348
500112088,8666,0.236529615,0.022194823,0.995644085
500106060,8695,0.236511912,0.024783726,0.994023254
500113014,8641,0.236329394,0.020884835,0.998324683
500101013,8784,0.236115274,0.029726295,0.993119962
500104042,8628,0.236020964,0.01812476,0.997752884
500101238,8684,0.235956624,0.022730616,0.997915845
500113036,8612,0.235410977,0.016591771,0.998972818
500106108,8643,0.235400215,0.022116067,0.997106783
500101092,8660,0.235387719,0.02024746,0.998601116
500101182,8679,0.235359843,0.024464054,0.998672065
500107095,8591,0.235328831,0.009058666,0.996863536
500113020,8631,0.234956049,0.019265924,0.997460976
500106123,8707,0.234637999,0.025949575,0.9886901
500107037,8708,0.234608933,0.026964018,0.997173316
500108099,8661,0.234339557,0.022154813,0.998882663
500107170,8658,0.234139618,0.021128186,0.998480471
500104028,8688,0.234086006,0.021927659,0.997654611
500111024,8614,0.233988323,0.017456638,0.998662725
500110081,8712,0.233780198,0.02380787,0.996127142
500108191,8616,0.23348472,0.014238045,0.998823606
500108150,8691,0.233289364,0.019786043,0.996824718
500107168,8693,0.233272509,0.022296062,0.998938411
500103002,8649,0.23297518,0.020519424,0.999312809
500106040,8618,0.232767346,0.014822252,0.99884108
500105066,8690,0.232733807,0.022036263,0.997761903
500110051,8718,0.232555122,0.025265734,0.998958259
500106012,8716,0.232539386,0.023699551,0.995705647
500112008,8671,0.232334372,0.02433143,0.999497262
500103041,8608,0.232091426,0.01536346,0.998244588
500119065,8674,0.231910989,0.021329897,0.992723713
500106102,8760,0.231831863,0.030079101,0.998159109
500101244,8700,0.231501787,0.021678065,0.997207998
500101184,8757,0.230677469,0.028453372,0.9958413
500107149,8646,0.230630028,0.019294761,0.99683616
500105089,8601,0.230132267,0.014392183,0.998958121
500103049,8678,0.230109229,0.021924867,0.995449377
500108138,8616,0.230106727,0.010900969,0.996969418
500105086,8630,0.230077089,0.016142314,0.997346472
500112089,8719,0.229969182,0.02731223,0.998681364
500107043,8682,0.229815653,0.024163326,0.997006097
500113001,8635,0.22976692,0.020556489,0.994656881
500101222,8698,0.229592641,0.026365956,0.996818137
500109063,8673,0.22915367,0.022518198,0.997104971
500105022,8656,0.229058515,0.021385923,0.999259758
500107147,8656,0.229013748,0.021311939,0.996393388
500106027,8628,0.22845681,0.018590944,0.997394217
500103064,8672,0.228383663,0.022333468,0.997562507
500112002,8729,0.228022639,0.024697743,0.996093557
500111071,8611,0.227908597,0.016702667,0.998930233
500107159,8707,0.227622236,0.024714297,0.996912889
500107163,8683,0.227512602,0.020948098,0.995943214
500110059,8661,0.227053278,0.020643674,0.998703102
500107009,8706,0.226930757,0.02344521,0.997946428
500106087,8648,0.226759855,0.018909093,0.996623843
500105055,8675,0.226560628,0.022205168,0.999200381
500110034,8625,0.22648177,0.019918783,0.998367928
500103078,5307,0.22627883,0.01676308,0.999108383
500109044,8648,0.226001097,0.017692198,0.995725143
500110058,8733,0.225974839,0.027974885,0.993807362
500101256,8628,0.225896925,0.016332939,0.997873289
500106043,8679,0.225636412,0.021512735,0.998717449
500101154,8694,0.225609705,0.02473522,0.998133316
500112117,8643,0.22549019,0.019801794,0.997590039
500101091,8690,0.225463045,0.022469993,0.999228631
500107090,8670,0.224948041,0.019701942,0.997777879
500104006,8622,0.224937999,0.01654195,0.996667494
500109040,8668,0.224806917,0.0196152,0.997800974
500101165,8688,0.22476334,0.025694387,0.998127446
500111050,8663,0.224329421,0.020533899,0.996291555
500101118,8722,0.224211185,0.026076266,0.996663332
500103029,8704,0.224113862,0.022793513,0.991304502
500101157,8694,0.224095949,0.023285068,0.997352331
500107150,8688,0.223939663,0.02177728,0.998527244
500107179,8584,0.223901904,0.011898552,0.998745847
500107085,8713,0.223889177,0.024265169,0.996977193
500106011,8693,0.223485575,0.020984374,0.998514595
500107072,8672,0.223310499,0.022497356,0.997862539
500110072,8732,0.2232631,0.025005748,0.998492002
500107165,8696,0.222569745,0.023834119,0.997211843
500101180,8709,0.222356286,0.023844792,0.99540156
500107143,8739,0.222349706,0.027977058,0.99528095
500103052,8667,0.222098849,0.022598977,0.999319803
500101152,8730,0.22193429,0.02623635,0.999135657
500105087,8622,0.221771341,0.014917904,0.997672807
500106002,8688,0.221098246,0.023252488,0.997685243
500101004,8731,0.220960592,0.025748845,0.995839618
500101097,8620,0.220829929,0.019439175,0.999541889
500111057,8681,0.220548687,0.021116486,0.997850446
500101224,8673,0.22035684,0.02179098,0.998270562
500104137,8582,0.220316702,0.01039979,0.99830303
500101177,8700,0.220155339,0.025198352,0.995819412
500109004,8680,0.219861024,0.021030837,0.997793722
500109099,8706,0.219603632,0.022482905,0.998523153
500107041,8651,0.219452113,0.020857597,0.999219485
500113002,8642,0.219049594,0.021920871,0.997973504
500110067,8664,0.218782102,0.020752174,0.998931993
500112124,8665,0.218703243,0.017433795,0.996955738
500101211,8671,0.218464387,0.021250836,0.998869097
500119007,8709,0.218273234,0.020573468,0.999079583
500108095,8576,0.218272279,0.010616857,0.998385489
500113009,8641,0.217984738,0.01850723,0.998508671
500108153,8659,0.217863853,0.01554667,0.997248602
500108094,8644,0.217797651,0.017091239,0.994920844
500109037,8658,0.217588869,0.021296813,0.999520237
500113046,8651,0.217583042,0.019152025,0.998782022
500101007,8716,0.217470289,0.02396342,0.993572444
500108006,8672,0.21744172,0.020787933,0.99873186
500105027,8582,0.217402588,0.013730047,0.998634272
500101040,8655,0.217151569,0.019763903,0.998071372
500105061,8745,0.216848257,0.025105872,0.999211343
500106097,8661,0.216846037,0.019330708,0.998958934
500108073,8607,0.216824729,0.01481699,0.997252899
500107047,8680,0.216779349,0.020814823,0.996286066
500105071,8747,0.216712024,0.02719178,0.997717357
500107157,8620,0.216520423,0.014763612,0.999227267
500108106,8647,0.216325598,0.018335415,0.998444525
500106114,8716,0.215707545,0.022629054,0.997143062
500112006,8652,0.215568705,0.019106912,0.999539452
500105030,8657,0.215436327,0.018841439,0.997964981
500110028,8677,0.215434082,0.023170157,0.999595041
500105012,8608,0.215420448,0.013723765,0.999180439
500108204,8632,0.2153376,0.014318196,0.99825465
500111049,8612,0.215311877,0.012103905,0.997721704
500113057,8650,0.21530388,0.018488478,0.999249668
500104105,8618,0.215200111,0.013974956,0.994625048
500101122,8640,0.215145306,0.017853542,0.989758475
500101228,8691,0.215120518,0.023720063,0.998717873
500103056,8626,0.214956746,0.016642611,0.995482484
500104050,8578,0.214902983,0.01080241,0.997106853
500108089,8662,0.214592623,0.021132417,0.998579499
500106039,8688,0.214442555,0.020904285,0.999245797
500106015,8715,0.214417157,0.021627249,0.99661846
500111001,8651,0.214396141,0.018473383,0.997765693
500110035,8662,0.214332347,0.020779381,0.998926407
500101188,8598,0.214076469,0.016276942,0.998597913
500106044,8641,0.214073331,0.019639066,0.998605879
500110076,8663,0.214060036,0.018748086,0.999119155
500107001,8667,0.214049865,0.019829564,0.995604754
500111094,8621,0.213840598,0.014479043,0.995457087
500104013,8644,0.213538422,0.015738569,0.99767074
500104059,8648,0.213432535,0.01816434,0.997033041
500111062,8641,0.213421359,0.017663311,0.999328091
500101185,8717,0.21300766,0.026435586,0.998934759
500101102,8686,0.212826066,0.02480097,0.99851345
500101253,8685,0.212797579,0.020759029,0.997966003
500111017,8611,0.212775164,0.013766965,0.999054923
500101243,8708,0.212722771,0.023446535,0.998146078
500105109,8710,0.212374293,0.021586256,0.997367804
500109057,8600,0.212218646,0.016373062,0.998975912
500111026,8650,0.211574011,0.018269923,0.998755824
500104126,8623,0.211466843,0.01398649,0.997055862
500108088,8639,0.211333515,0.014665818,0.997912112
500107103,8671,0.211322692,0.021741437,0.997351774
500113071,8641,0.211113218,0.015633486,0.995716852
500107106,8706,0.211055982,0.020937572,0.99645701
500101132,8676,0.210956817,0.022084185,0.999770695
500111055,8642,0.210533816,0.019145813,0.999161234
500101176,8600,0.21030238,0.013236332,0.996717745
500106096,8669,0.210062638,0.021931057,0.998573755
500107097,8692,0.209942711,0.020823404,0.998757285
500106113,8693,0.209543365,0.023996275,0.996163241
500103060,8663,0.209220358,0.017845358,0.998668358
500106131,8631,0.209116192,0.016235717,0.996960191
500107135,8674,0.208383868,0.01949162,0.990289667
500108121,8624,0.208272184,0.01282684,0.998810901
500106104,8720,0.208265149,0.023570069,0.994329283
500107185,6061,0.208040299,0.018358797,0.998247452
500104132,8631,0.2077529,0.015702529,0.998777547
500104111,8647,0.207425436,0.018868834,0.996117505
500101215,8704,0.207054962,0.022021607,0.997429418
500108194,8642,0.206822745,0.013858675,0.998232285
500107084,8679,0.206322451,0.022197239,0.996028392
500107091,8642,0.206150486,0.017826983,0.997318321
500108140,8609,0.206110076,0.016007813,0.997657839
500108068,8618,0.205861645,0.016765046,0.998886734
500110030,8670,0.205806602,0.020084102,0.998616147
500106016,8688,0.205730113,0.019335961,0.99446631
500106125,8632,0.20553938,0.017744594,0.997413225
500101042,8776,0.205429263,0.026155979,0.997518049
500107069,8693,0.205374417,0.023143756,0.997894177
500108185,8653,0.204614063,0.018387939,0.997226188
500112053,8655,0.204349095,0.020116066,0.99865487
500105032,8636,0.204277955,0.018684618,0.999423984
500113029,8650,0.20418055,0.018701429,0.997420973
500113075,8617,0.204088732,0.015613419,0.996610183
500108172,8643,0.204087909,0.015365575,0.997432864
500106061,8671,0.203953273,0.0206736,0.997876823
500106063,8654,0.203512564,0.017005566,0.998739237
500108031,8690,0.203300539,0.019946155,0.995790009
500108035,8601,0.203215276,0.012571348,0.998234031
500107019,8601,0.203113008,0.013526115,0.999671055
500113052,8647,0.202953338,0.020359123,0.99775224
500111068,8673,0.202908253,0.017674084,0.999196933
500101257,8655,0.202899105,0.018719323,0.998758085
500101231,8625,0.202819275,0.015482995,0.99916928
500109035,8645,0.202806192,0.019042819,0.998324158
500107087,8695,0.202405714,0.020933689,0.998803769
500106030,8662,0.202360038,0.017098836,0.998357062
500111075,8642,0.201842344,0.016682134,0.996849795
500103023,8679,0.201792924,0.020803642,0.999179442
500109009,8651,0.201294907,0.018003699,0.996247887
500105024,8665,0.20127128,0.018259031,0.998961884
500105050,8626,0.20122923,0.017103225,0.998639372
500111087,8678,0.201162441,0.017509822,0.993945656
500101186,8747,0.200837369,0.024809096,0.998332299
500105015,8711,0.200646681,0.022072623,0.997228038
500104061,8585,0.200599451,0.010122234,0.996587434
500111045,8601,0.200239574,0.015365326,0.999207008
500112096,8663,0.199926418,0.018520836,0.998567149
500107156,8671,0.199424728,0.020875466,0.998024177
500110082,8642,0.19918321,0.018708343,0.998045098
500112055,8718,0.198763626,0.022455903,0.999235251
500119062,8624,0.198414336,0.014859202,0.992895456
500111015,8641,0.198230738,0.018662809,0.999348232
500103019,8643,0.198227922,0.018775695,0.998228706
500103013,8654,0.198021915,0.019317829,0.998388428
500101208,8704,0.197951937,0.021554841,0.997107793
500104054,8610,0.197534077,0.014213686,0.998235824
500101259,7028,0.197474051,0.018186729,0.997220697
500101197,8667,0.197259234,0.016639047,0.995992918
500106037,8623,0.197055116,0.015948736,0.998931013
500108061,8655,0.196967832,0.016427721,0.998504172
500101008,8710,0.196953671,0.021488784,0.995815311
500101037,8742,0.19662179,0.024253116,0.998718689
500113004,8650,0.196449654,0.019169359,0.997242123
500101247,8649,0.196386649,0.017550545,0.998024412
500107141,8678,0.196296532,0.02068593,0.99832068
500106107,8658,0.196203577,0.020789366,0.998166806
500108119,8622,0.195939313,0.014631952,0.995731025
500109014,8617,0.195811126,0.01507522,0.998869226
500109072,8575,0.195700364,0.010667736,0.998841494
500101012,8701,0.195472041,0.020907444,0.994676556
500107065,8686,0.195306712,0.020634894,0.995101774
500104018,8703,0.194684015,0.021705963,0.996388063
500112116,8645,0.194672201,0.016798901,0.998775184
500109086,8644,0.194535316,0.015786364,0.999367723
500108019,8616,0.193931997,0.013075223,0.998685315
500110070,8748,0.193831434,0.022406531,0.997061672
500107181,8588,0.193751467,0.011431067,0.999469357
500108016,8628,0.193313356,0.014745847,0.999248922
500105020,8643,0.193053496,0.013982587,0.99912414
500105068,8643,0.192997812,0.016305527,0.994761622
500110090,8613,0.192890978,0.01329053,0.999198373
500101202,8683,0.192810698,0.019781058,0.998650262
500104033,8648,0.192635126,0.018289951,0.997800971
500113090,8607,0.192612046,0.016000487,0.999558332
500111124,967,0.192453752,0.021378835,0.977269823
500108015,8707,0.192294579,0.020350238,0.995602361
500109006,8611,0.192280935,0.014714977,0.999444358
500104034,8650,0.192241426,0.018928527,0.996535598
500107051,8662,0.191931173,0.018974159,0.999496023
500101021,8773,0.191753472,0.024646548,0.9913734
500112079,8655,0.191668833,0.019596504,0.998100506
500104030,8582,0.191604913,0.011386526,0.996722195
500107039,8693,0.191500585,0.023117519,0.996263182
500104139,1944,0.191339122,0.023031379,0.983015401
500105067,8687,0.191310489,0.019890153,0.996155723
500107110,8704,0.191121799,0.021407144,0.997329742
500108064,8675,0.191049863,0.020027294,0.995293451
500111010,8664,0.190947547,0.018611669,0.999368652
500113051,8608,0.190855514,0.012367753,0.998908861
500107018,8627,0.190826634,0.017040995,0.99897903
500104074,8659,0.190804305,0.019790238,0.999469839
500113080,8602,0.190316859,0.012214291,0.996753627
500101142,8688,0.190293544,0.021349448,0.999298012
500107139,8669,0.190234372,0.01880809,0.998056671
500109055,8590,0.1900581,0.013910505,0.999069642
500101098,8612,0.190030806,0.013223816,0.998483972
500111120,5316,0.189529088,0.015217049,0.997579531
500108009,8622,0.189273168,0.013825165,0.999618559
500101015,8660,0.189272984,0.019280287,0.998394498
500101258,7036,0.18920047,0.019657476,0.998385875
500104020,8660,0.189078927,0.018831568,0.997292679
500112090,8719,0.189023285,0.020166705,0.996950025
500101205,8667,0.188929421,0.017970636,0.998875892
500113059,8579,0.188865702,0.011355325,0.999300812
500108105,8622,0.188055788,0.013067695,0.998335669
500110069,8659,0.187602194,0.018063614,0.998692885
500101200,8675,0.187512225,0.02029195,0.997598596
500107053,8659,0.187488499,0.017726461,0.997492762
500103012,8601,0.187484125,0.013480923,0.99914032
500110045,8598,0.187297001,0.014940936,0.999028328
500101029,8629,0.18652238,0.016700868,0.997790684
500107049,8620,0.186340737,0.015205491,0.997774646
500109052,8625,0.186072623,0.015815406,0.997766346
500113033,8648,0.186063202,0.016066856,0.998562659
500109039,8622,0.185900308,0.017331594,0.999192516
500111029,8610,0.185883298,0.012394862,0.997595968
500112106,8633,0.185827651,0.016161589,0.997460761
500107152,8642,0.18562385,0.016636782,0.998675719
500105081,8626,0.185447721,0.016271737,0.998965123
500105079,8626,0.185259234,0.01414976,0.996835654
500107020,8632,0.184428896,0.016554371,0.999168673
500107002,8607,0.184428671,0.014010437,0.997994132
500106073,8623,0.184414068,0.015818064,0.998226076
500106089,8704,0.183922352,0.021154776,0.99882641
500112095,8630,0.183631202,0.015199426,0.999157264
500104019,8656,0.183569463,0.015006007,0.998806325
500104109,8602,0.183512697,0.014260056,0.996750522
500101093,8688,0.183427863,0.01909304,0.998913293
500107121,8616,0.182969777,0.01432428,0.997986599
500113062,8647,0.182935086,0.01593358,0.997862233
500108165,8637,0.182898646,0.014827467,0.999371942
500112084,8675,0.182688571,0.019189933,0.999218744
500103075,8583,0.182635419,0.011250221,0.998304096
500107068,8682,0.182453502,0.02023328,0.99808297
500108178,8633,0.182335623,0.013828777,0.997645126
500108071,8628,0.181796834,0.014519648,0.999690903
500109051,8632,0.181689678,0.015630296,0.998498673
500111036,8600,0.181617526,0.013868062,0.998724018
500111080,8660,0.181393446,0.016471596,0.997702681
500107112,8632,0.181163301,0.014892253,0.999128591
500107173,8643,0.181114775,0.016111505,0.997565114
500110085,8663,0.181034417,0.018228481,0.997647394
500107026,8632,0.180779385,0.014831289,0.996855155
500107054,8691,0.18072616,0.020574204,0.998512345
500101018,8766,0.180675519,0.022468687,0.982564499
500108066,8587,0.180618277,0.010293314,0.998376352
500105026,8635,0.180592563,0.016268462,0.999431476
500101187,8670,0.18054365,0.018803032,0.997899559
500106119,8652,0.180509415,0.017967021,0.999153381
500106100,8659,0.180473254,0.016229126,0.998082226
500107174,8648,0.180467695,0.018425069,0.997646846
500108076,8653,0.180400054,0.0152389,0.998246176
500109022,8608,0.180372512,0.013893374,0.999784526
500107030,8642,0.180286643,0.01617035,0.999233657
500108002,8581,0.180221232,0.009537738,0.998292364
500106128,8629,0.180164647,0.015823174,0.999259069
500107166,8645,0.179869411,0.015523856,0.998777661
500107042,8623,0.179766711,0.015608624,0.9990249
500110010,8678,0.179738756,0.017121489,0.997806372
500111072,8614,0.179734259,0.015044211,0.99929681
500103073,8649,0.179698726,0.016207481,0.996791846
500119091,8619,0.179546751,0.01566344,0.998391458
500106083,8618,0.1794937,0.014738899,0.999551693
500113005,8657,0.179373925,0.018231123,0.998604788
500107131,8682,0.179288245,0.017963836,0.997677375
500104001,8628,0.179272642,0.014432959,0.998101013
500101252,8696,0.179265203,0.021073444,0.996747076
500107127,8663,0.179260567,0.016818558,0.997957254
500105031,8628,0.179039578,0.014227534,0.999279028
500111039,8596,0.178992455,0.012274195,0.99873174
500113007,8659,0.178988921,0.017550597,0.997975147
500113060,8575,0.178857218,0.009935324,0.997601107
500111021,8659,0.178756737,0.015868205,0.999191062
500108049,8622,0.178575289,0.013449064,0.999610699
500101119,8650,0.17855329,0.017339194,0.998517425
500110026,8696,0.178312556,0.019279978,0.998371192
500106133,8617,0.178132893,0.014160665,0.99847645
500113077,8643,0.178116598,0.015778692,0.997283511
500103055,8687,0.178111453,0.019671252,0.998427591
500107138,8659,0.178082544,0.015926344,0.999234534
500107099,8692,0.17769319,0.018535509,0.995306466
500108045,8618,0.1775911,0.013112014,0.998981528
500103062,8636,0.17753424,0.015299483,0.996493897
500106093,8660,0.177520266,0.016494809,0.995137746
500104100,8597,0.17707711,0.011862801,0.996319389
500109060,8658,0.177050617,0.018676465,0.998076978
500109078,8653,0.177003623,0.017635001,0.997427961
500109016,8594,0.176832755,0.01027823,0.998371235
500106111,8627,0.176660194,0.014241818,0.99799208
500105046,8595,0.176541698,0.01057549,0.996979473
500109104,8627,0.176474912,0.013840366,0.998044286
500109101,8625,0.176426841,0.016058377,0.999664742
500109050,8608,0.176310377,0.012153888,0.999308075
500108050,8604,0.17608452,0.014015187,0.996728844
500104125,8671,0.17595978,0.017846615,0.998108766
500108112,8629,0.175552934,0.013376201,0.998017992
500111025,8611,0.175357896,0.012011657,0.996620177
500109041,8585,0.175334064,0.011588934,0.998376574
500113041,8625,0.174960247,0.014871575,0.999427904
